Name,Genre,Publisher,Year,Global_Sales,Decade,FranchiseTag
twilight syndrome kinjiratera toshi densetsu,adventure,spike,2008,0.04,2000,0
twin strike operation thunder,shooter,zoo games,2008,0.04,2000,0
twinbee,shooter,konami digital entertainment,1986,1.2,1980,0
twinkle  crusaders gogo,adventure,ascii media works,2010,0.02,2010,0
twisted edge extreme snowboarding,sports,kemco,1998,0.2,1990,0
twisted metal,action,sony computer entertainment,1995,1.56,1990,0
twisted metal 2,racing,sony computer entertainment,1996,2.44,1990,1
twisted metal 2012,action,sony computer entertainment,2012,0.82,2010,0
twisted metal 4,racing,989 studios,1999,1.28,1990,1
twisted metal black,racing,sony computer entertainment,2001,1.41,2000,0
twisted metal head on,action,sony computer entertainment,2005,0.77,2000,0
twisted metal iii,action,989 studios,1998,1.73,1990,1
twister mania,misc,505 games,2011,0.13,2010,0
two worlds,roleplaying,southpeak games,2007,0.71,2000,0
two worlds ii,roleplaying,unknown,2011,1.22,2010,1
ty the tasmanian tiger,platform,electronic arts,2002,1.6199999999999999,2000,0
ty the tasmanian tiger 2 bush rescue,platform,electronic arts,2004,0.9700000000000001,2000,1
ty the tasmanian tiger 3 night of the quinkan,action,activision,2005,0.35,2000,1
tyco rc assault with a battery,racing,syscom,1999,0.11,1990,0
tycoon city new york,strategy,atari,2006,0.02,2000,0
uchi no 3 shimai ds,misc,culture brain,2008,0.02,2000,1
uchida yasuou mystery meitantei senken mitsuhiko series fukutoshin renzoku satsujin jiken,adventure,d3publisher,2009,0.01,2000,0
uchuu keiji tamashii the space sheriff spirits,action,namco bandai games,2006,0.02,2000,0
udraw studio,misc,thq,2010,2.46,2010,0
udraw studio instant artist,misc,thq,2011,0.21,2010,0
uefa champions league 20062007,sports,electronic arts,2007,0.060000000000000005,2000,0
uefa euro 2004 portugal,sports,electronic arts,2004,0.19,2000,0
uefa euro 2008 austriaswitzerland,sports,electronic arts,2008,1.33,2000,0
uefa euro 2016,sports,konami digital entertainment,2016,0.39,2010,0
ufc 2009 undisputed,fighting,thq,2009,3.84,2000,0
ufc personal trainer the ultimate fitness system,sports,thq,2011,1.1800000000000002,2010,0
ufc sudden impact,fighting,global star,2004,0.18,2000,0
ufc tapout,fighting,crave entertainment,2002,0.2,2000,0
ufc tapout 2,fighting,capcom,2003,0.1,2000,1
ufc undisputed 2010,fighting,thq,2010,2.96,2010,0
ufc undisputed 3,action,thq,2012,2.05,2010,1
ufo trilogy,strategy,unknown,2007,0.02,2000,0
uk truck simulator,simulation,unknown,2010,0.03,2010,0
ukiyo no roushi,action,unknown,2015,0.02,2010,0
ukiyo no shishi,action,namco bandai games,2015,0.03,2010,0
ultimate band,misc,disney interactive studios,2008,0.48,2000,0
ultimate block party,puzzle,505 games,2004,0.03,2000,0
ultimate board game collection,misc,xplosiv,2007,0.23,2000,0
ultimate brain games,misc,telegames,2003,0.08,2000,0
ultimate card games,misc,telegames,2003,0.12,2000,0
ultimate card games ds,strategy,telegames,2008,0.08,2000,0
ultimate duck hunting,sports,zoo digital publishing,2009,0.08,2000,0
ultimate duck hunting hunting  retrieving ducks,sports,detn8 games,2007,0.23,2000,0
ultimate fighting championship,fighting,ubisoft,2000,0.25,2000,0
ultimate fighting championship throwdown,fighting,ubisoft,2002,0.4,2000,0
ultimate game room,misc,majesco entertainment,2009,0.04,2000,0
ultimate ghosts n goblins,platform,capcom,2006,0.08,2000,0
ultimate ghosts n goblins jp sales,platform,capcom,2006,0.05,2000,0
ultimate i spy,adventure,scholastic inc,2008,0.49,2000,0
ultimate marvel vs capcom 3,fighting,capcom,2011,0.5,2010,1
ultimate mortal kombat,fighting,midway games,2007,0.11,2000,0
ultimate muscle  the kinnikuman legacy legends vs new generation,fighting,namco bandai games,2002,0.14,2000,0
ultimate muscle  the kinnikuman legacy the path of the superhero,fighting,banpresto,2002,0.1,2000,0
ultimate nes remix,action,unknown,2014,0.27,2010,0
ultimate party challenge,misc,konami digital entertainment,2009,0.08,2000,0
ultimate puzzle games,puzzle,telegames,2005,0.02,2000,0
ultimate puzzle games sudoku edition,puzzle,telegames,2007,0.12,2000,0
ultimate shooting collection,shooter,milestone,2008,0.08,2000,0
ultimate spiderman,action,activision,2005,1.94,2000,0
ultra bustamove,puzzle,505 games,2004,0.05,2000,0
ultra street fighter iv,fighting,capcom,2015,0.1,2010,1
ultraman fighting evolution 0,fighting,banpresto,2006,0.01,2000,0
ultraman fighting evolution 3,fighting,banpresto,2004,0.01,2000,1
ultraman star chronicles,strategy,namco bandai games,2013,0.02,2010,0
um jammer lammy,misc,sony computer entertainment,1998,0.66,1990,0
umihara kawase jun second edition kanzenban,puzzle,genterprise,2009,0.01,2000,0
umineko no naku koro ni majo to suiri no rinbukyoku,adventure,alchemist,2010,0.02,2010,0
umineko no naku koro ni portable 1,adventure,alchemist,2011,0.01,2010,0
un squadron,shooter,capcom,1991,0.12,1990,0
unchainblades exxiv,roleplaying,furyu,2012,0.04,2010,0
unchained blades,roleplaying,furyu,2011,0.1,2010,0
uncharted 2 among thieves,action,sony computer entertainment,2009,6.73,2000,1
uncharted 3 drakes deception,action,sony computer entertainment,2011,6.83,2010,1
uncharted 4 a thiefs end,shooter,sony computer entertainment,2016,4.2,2010,1
uncharted drakes fortune,action,sony computer entertainment,2007,4.94,2000,0
uncharted golden abyss,shooter,sony computer entertainment,2011,1.74,2010,0
uncharted the nathan drake collection,action,sony computer entertainment,2015,4.47,2010,0
undead knights,action,ubisoft annecy,2009,0.12,2000,0
under night inbirth,fighting,nippon ichi software,2014,0.13,2010,0
under the skin,action,capcom,2004,0.03,2000,0
underground pool,sports,ufo interactive,2007,0.03,2000,0
unending bloody call,action,asgard,2012,0.01,2010,0
unison rebels of rhythm  dance,misc,tecmo koei,2000,0.04,2000,0
unit 13,shooter,sony computer entertainment,2012,0.55,2010,0
universal studios theme parks adventure,misc,kemco,2001,0.1,2000,0
universe at war earth assault,action,sega,2008,0.1,2000,0
unlimited saga,roleplaying,atari,2002,0.77,2000,0
uno  skipbo  uno freefall,misc,zoo digital publishing,2006,0.1,2000,0
uno 52,misc,zoo digital publishing,2006,0.02,2000,0
unou no tatsujin soukai machigai museum 2,misc,namco bandai games,2007,0.09,2000,1
unreal anthology,shooter,midway games,2006,0.02,2000,0
unreal championship,shooter,atari,2002,0.74,2000,0
unreal ii the awakening,shooter,atari,2004,0.21,2000,1
unreal tournament,shooter,infogrames,2000,0.58,2000,0
unreal tournament 2003,shooter,atari,2002,0.01,2000,0
unreal tournament 2004,shooter,atari,2004,0.02,2000,0
unreal tournament iii,shooter,midway games,2007,1.2,2000,1
unsolved crimes,adventure,empire interactive,2008,0.05,2000,0
until dawn,adventure,sony computer entertainment europe,2015,1.64,2010,0
untold legends brotherhood of the blade,roleplaying,activision,2005,1.1,2000,0
untold legends dark kingdom,roleplaying,electronic arts,2006,0.2,2000,0
untold legends the warriors code,roleplaying,ubisoft,2006,0.33,2000,0
up,action,thq,2009,2.65,2000,0
uppers,action,marvelous entertainment,2016,0.01,2010,0
uprising x,action,3do,1998,0.07,1990,0
urakata hakuoki,adventure,idea factory,2013,0.02,2010,0
urban chaos,action,eidos interactive,1999,0.1,1990,0
urban chaos riot response,shooter,eidos interactive,2006,0.08,2000,0
urban reign,action,namco bandai games,2005,0.08,2000,0
uru ages beyond myst,adventure,ubisoft,2003,0.02,2000,0
usa today crossword challenge,puzzle,destineer,2008,0.12,2000,0
usa today puzzle craze,puzzle,destineer,2009,0.1,2000,0
usavichi game no jikan,action,namco bandai games,2011,0.02,2010,0
using,misc,mindscape,2009,0.36,2000,0
using  2,misc,mindscape,2010,0.09,2010,1
using girls night,misc,mindscape,2010,0.25,2010,0
uta kumi 575,misc,sega,2014,0.02,2010,0
uta no  princesama,adventure,broccoli,2010,0.02,2010,0
uta no  princesama all star,action,broccoli,2013,0.12,2010,0
uta no  princesama repeat,adventure,broccoli,2011,0.14,2010,0
uta no  princesama sweet serenade,adventure,broccoli,2011,0.01,2010,0
uta no princesama all star after secret,action,broccoli,2015,0.08,2010,0
uta no princesama debut,adventure,broccoli,2012,0.09,2010,0
uta no princesama music,misc,broccoli,2011,0.1,2010,0
uta no princesama music 2,adventure,broccoli,2013,0.09,2010,1
uta no princesama music 3,action,broccoli,2016,0.05,2010,1
utawarerumono chiriyukusha e no komoriuta,adventure,aqua plus,2006,0.11,2000,0
utawarerumono futari no hakuoro,misc,aqua plus,2016,0.1,2010,0
utawarerumono itsuwari no kamen,adventure,aqua plus,2015,0.18,2010,0
utawarerumono portable,roleplaying,aqua plus,2009,0.03,2000,0
vacation isle beach party,misc,warner bros interactive entertainment,2010,0.12,2010,0
vacation sports,sports,ubisoft,2009,0.11,2000,0
vagrant story,roleplaying,crave entertainment,2000,0.87,2000,0
valentino rossi the game,racing,namco bandai games,2016,0.09,2010,0
valhalla knights,roleplaying,rising star games,2006,0.24,2000,0
valhalla knights 2,roleplaying,rising star games,2008,0.23,2000,1
valhalla knights 2 battle stance,roleplaying,marvelous interactive,2009,0.04,2000,1
valhalla knights 3,roleplaying,xseed games,2013,0.19,2010,1
valhalla knights eldar saga,roleplaying,rising star games,2009,0.14,2000,0
valkyria chronicles,roleplaying,sega,2008,1.46,2000,0
valkyria chronicles ii,roleplaying,sega,2010,0.54,2010,1
valkyrie drive bhikkhuni,action,pqube,2015,0.08,2010,0
valkyrie profile,roleplaying,enix corporation,1999,0.81,1990,0
valkyrie profile 2 silmeria,roleplaying,square enix,2006,0.47,2000,1
valkyrie profile covenant of the plume,roleplaying,square enix,2008,0.42,2000,0
valkyrie profile lenneth,roleplaying,square enix,2006,0.36,2000,0
vampire knight ds,adventure,d3publisher,2009,0.07,2000,0
vampire legends power of three,adventure,thq,2010,0.07,2010,0
vampire mansion linda hyde,adventure,unknown,2011,0.02,2010,0
vampire moon the mystery of the hidden sun,adventure,city interactive,2010,0.14,2010,0
vampire night,shooter,sony computer entertainment,2001,0.14,2000,0
vampire rain,action,microsoft game studios,2007,0.21,2000,0
vampire rain altered species,action,ignition entertainment,2008,0.06,2000,0
vampire savior the lord of vampire,fighting,capcom,1998,0.18,1990,0
van helsing,action,activision,2004,0.72,2000,0
vanark,shooter,jaleco,1999,0.01,1990,0
vancouver 2010  the official video game of the olympic winter games,sports,sega,2010,0.58,2010,0
vandal hearts,roleplaying,konami digital entertainment,1996,0.45,1990,0
vandal hearts ii,strategy,konami digital entertainment,1999,0.1,1990,1
vanguard bandits,strategy,human entertainment,1998,0.07,1990,0
vanishing point,racing,acclaim entertainment,2001,0.1,2000,0
vanquish,shooter,sega,2010,1.04,2010,0
vantage master portable,roleplaying,falcom corporation,2008,0.02,2000,0
vegas casino,misc,neko entertainment,2007,0.03,2000,0
veggy world,shooter,jack of all games,2011,0.02,2010,0
vehicular combat league presents motor mayhem,racing,atari,2001,0.16,2000,0
velvet assassin,shooter,dtp entertainment,2009,0.18,2000,0
venetica,roleplaying,dtp entertainment,2010,0.31,2010,0
venus  braves majo to megami to horobi no yogen,roleplaying,namco bandai games,2011,0.05,2010,0
vertigo,strategy,playlogic game factory,2009,0.05,2000,0
vexx,platform,acclaim entertainment,2003,0.4,2000,0
victorious boxers ippos road to glory,fighting,empire interactive,2000,0.47,2000,0
victorious boxers revolution,fighting,ubisoft,2007,0.14,2000,0
victorious hollywood arts debut,misc,d3publisher,2011,0.16,2010,0
victorious time to shine,action,d3publisher,2011,0.13,2010,0
victory spike,sports,imagineer,1996,0.01,1990,0
victory zone,misc,sony computer entertainment,1995,0.11,1990,0
vietcong,shooter,gathering of developers,2003,0.02,2000,0
vietcong purple haze,shooter,gathering of developers,2004,0.26,2000,0
viewpoint,shooter,electronic arts,1995,0.07,1990,0
viewtiful joe,action,capcom,2003,0.9,2000,0
viewtiful joe 2,action,capcom,2004,0.43,2000,1
viewtiful joe double trouble,action,capcom,2005,0.11,2000,0
viewtiful joe red hot rumble,action,capcom,2006,0.15,2000,0
vigilante 8,racing,activision,1998,1.54,1990,1
vigilante 8 2nd offense,racing,activision,1999,0.59,1990,1
viking battle for asgard,action,sega,2008,0.8400000000000001,2000,0
vin diesel wheelman,racing,ubisoft,2009,0.79,2000,0
violet no atelier gramnad no renkinjutsushi 2  gunjou no omoide,roleplaying,gust,2011,0.02,2010,1
virtua cop,shooter,sega,1995,0.62,1990,0
virtua cop 2,shooter,sega,1996,0.3,1990,1
virtua fighter,fighting,sega,1994,1.07,1990,0
virtua fighter 2,fighting,sega,1995,1.93,1990,1
virtua fighter 3tb,fighting,sega,1998,0.37,1990,0
virtua fighter 4,fighting,sega,2002,1.81,2000,1
virtua fighter 4 evolution,fighting,sega,2003,0.71,2000,1
virtua fighter 5,fighting,sega,2007,1.09,2000,1
virtua fighter 5 online,fighting,sega,2007,0.28,2000,1
virtua fighter cg portrait series vol1 sarah bryant,misc,sega,1995,0.11,1990,0
virtua fighter cg portrait series vol2 jacky bryant,misc,sega,1995,0.08,1990,0
virtua fighter cg portrait series vol3 akira yuki,misc,sega,1995,0.09,1990,0
virtua fighter cg portrait series vol4 pai chan,misc,sega,1995,0.12,1990,0
virtua fighter cg portrait series vol5 wolf hawkfield,misc,sega,1995,0.05,1990,0
virtua fighter cg portrait series vol6 lau chan,misc,sega,1995,0.04,1990,0
virtua fighter kids,fighting,sega,1995,0.23,1990,0
virtua pro football,sports,sega,2006,0.02,2000,0
virtua racing,racing,sega,1994,0.26,1990,0
virtua striker 2,sports,sega,1999,0.32,1990,1
virtua striker 2002,sports,sega,2002,0.05,2000,0
virtua tennis,sports,atari,2002,0.18,2000,0
virtua tennis 2009,sports,sega,2009,1.09,2000,0
virtua tennis 3,sports,sega,2007,1.1700000000000002,2000,1
virtua tennis 4,sports,sega,2011,0.88,2010,1
virtua tennis 4 world tour,sports,sega,2011,0.47,2010,1
virtua tennis world tour jp sales,sports,sega,2005,0.02,2000,0
virtua tennis world tour us  others sales,sports,sega,2005,0.67,2000,0
virtual chess 64,misc,titus,1998,0.06,1990,0
virtual hydlide,roleplaying,sega,1995,0.11,1990,0
virtual kasparov,strategy,titus,2002,0.02,2000,0
virtual pool,sports,interplay,1997,0.51,1990,0
virtual pool 64,sports,crave entertainment,1998,0.1,1990,0
virtual pool tournament edition,sports,global star,2005,0.03,2000,0
virtual pro wrestling,fighting,asmik ace entertainment,1996,0.1,1990,0
virtual soccer,sports,hudson soft,1993,0.53,1990,0
virtual villagers a new home,simulation,pqube,2010,0.05,2010,0
virus,shooter,hudson soft,1997,0.08,1990,0
vitamin r,adventure,d3publisher,2013,0.02,2010,0
vitamin x,adventure,d3publisher,2007,0.01,2000,0
vitamin x detective b6,adventure,d3publisher,2012,0.02,2010,0
vitamin x evolution,adventure,d3publisher,2008,0.03,2000,0
vitamin x evolution plus,adventure,d3publisher,2010,0.02,2010,0
vitamin x to z,adventure,d3publisher,2011,0.06,2010,0
vitamin y,adventure,d3publisher,2008,0.01,2000,0
vitamin z,adventure,d3publisher,2009,0.03,2000,0
vitamin z revolution,adventure,d3publisher,2010,0.02,2010,0
viva pinata,simulation,microsoft game studios,2006,1.65,2000,0
viva pinata party animals,misc,microsoft game studios,2007,0.24,2000,0
viva pinata pocket paradise,simulation,thq,2008,0.56,2000,0
viva pinata trouble in paradise,simulation,microsoft game studios,2008,0.48,2000,0
viz,racing,acclaim entertainment,1998,0.29,1990,0
vmx racing,racing,playmates,1997,0.28,1990,0
volleyball,sports,nintendo,1987,2.15,1980,0
voodoo chronicles first sign,adventure,valusoft,2011,0.01,2010,0
voodoo vince,platform,microsoft game studios,2003,0.12,2000,0
vr golf 97,sports,gremlin interactive ltd,1996,0.17,1990,0
vr soccer 96,sports,gremlin interactive ltd,1996,0.05,1990,0
vrally 3,racing,atari,2002,0.13,2000,1
vrally edition 99,racing,infogrames,1998,0.09,1990,0
wacky races crash  dash,racing,eidos interactive,2008,0.51,2000,0
wacky world of sports,sports,sega,2009,0.09,2000,0
wade hixtons counter punch,sports,destination software inc,2004,0.01,2000,0
wakeboarding unleashed featuring shaun murray,sports,activision,2003,0.23,2000,0
walk it out,sports,konami digital entertainment,2010,0.46,2010,0
wallace  gromit curse of the wererabbit,adventure,konami digital entertainment,2005,0.13,2000,0
wallace  gromit in project zoo,platform,bam entertainment,2003,0.33,2000,0
